Payment ID,Date of Payment,Amount Paid,Payment Method,Payment Status,Policy ID
PAY80192208,25-04-2023,420.06,Cash,Failed,POL78314103
PAY30135019,05-12-2022,1167.39,Cash,Failed,POL80129143
PAY22799942,22-03-2024,944.26,Cash,Failed,POL64197228
PAY11771464,30-04-2023,808.86,Cash,Failed,POL96262921
PAY77915949,19-07-2024,192.49,Cash,Failed,POL47162094
PAY63848754,20-09-2024,811.58,Cash,Failed,POL21617511
PAY93582936,10-07-2022,309.13,Cash,Failed,POL45259795
PAY29185079,28-01-2023,1003.56,Cash,Failed,POL27435543
PAY37366011,04-06-2023,71.71,Cash,Failed,POL05706478
PAY69417563,03-05-2022,1358.97,Cash,Failed,POL84222350
PAY60723527,03-07-2022,1046.14,Cash,Failed,POL46961879
PAY93110604,12-02-2022,204.49,Cash,Failed,POL72311298
PAY61654063,15-02-2022,104.58,Cash,Failed,POL80647168
PAY08533328,25-03-2024,1032.07,Cash,Failed,POL93562061
PAY47131121,27-02-2023,476.8,Cash,Failed,POL42317567
PAY19593996,05-06-2024,346.61,Cash,Failed,POL12714870
PAY05717594,04-11-2023,686.16,Cash,Failed,POL40780635
PAY12088674,04-03-2022,256.95,Cash,Failed,POL19136648
PAY85522003,18-11-2023,1470.21,Cash,Failed,POL12536451
PAY74917706,18-10-2023,147.97,Cash,Failed,POL14294149
PAY38659888,02-11-2022,375.51,Cash,Failed,POL19911528
PAY90889774,30-05-2024,920.76,Cash,Failed,POL21533048
PAY60956057,07-07-2022,998.33,Cash,Failed,POL87412754
PAY16621689,31-07-2024,1236.38,Cash,Failed,POL62168693
PAY69849105,25-11-2022,1198.59,Cash,Failed,POL09476689
PAY54779764,20-03-2022,353.12,Cash,Failed,POL00505335
PAY73181791,06-11-2024,373.09,Cash,Failed,POL00447395
PAY34085909,01-10-2024,1447.6,Cash,Failed,POL70755338
PAY40721101,30-11-2022,1489.32,Cash,Failed,POL85856716
PAY90727555,26-04-2022,920.74,Cash,Failed,POL22105377
PAY26790770,24-07-2022,1235.21,Cash,Failed,POL98798352
PAY63047216,14-10-2023,540.42,Cash,Failed,POL40292999
PAY88449198,18-02-2022,109.82,Cash,Failed,POL84892449
PAY28485414,14-01-2024,89.28,Cash,Failed,POL13370317
PAY13908624,14-09-2024,984.91,Cash,Failed,POL28936757
PAY90928971,03-03-2024,831.56,Cash,Failed,POL39824076
PAY28148117,13-08-2023,361.04,Cash,Failed,POL84438611
PAY22438091,10-12-2022,1490.61,Cash,Failed,POL45601263
PAY74744053,03-12-2024,57.69,Cash,Failed,POL04376186
PAY14818640,09-06-2024,352.92,Cash,Failed,POL13345815
PAY49206125,29-12-2023,612.05,Cash,Failed,POL27592722
PAY91071531,05-08-2024,1080.19,Cash,Failed,POL17886964
PAY49613149,15-04-2023,1459.59,Cash,Failed,POL23259824
PAY37888930,19-01-2022,600.55,Cash,Failed,POL49366333
PAY38992846,17-09-2023,900.63,Cash,Failed,POL21488909
PAY21032749,07-03-2022,293.05,Cash,Failed,POL14293644
PAY02729934,26-01-2023,87.92,Cash,Failed,POL51666989
PAY37130549,17-01-2022,1453.43,Cash,Failed,POL07805552
PAY44693429,18-02-2023,708.84,Cash,Failed,POL93415185
PAY13652020,23-12-2023,686.7,Cash,Failed,POL12428570
PAY89408387,13-04-2022,1184.06,Cash,Failed,POL61565872
PAY21113416,16-01-2024,800.16,Cash,Failed,POL26146635
PAY83533430,30-05-2023,256.68,Cash,Failed,POL20367982
PAY17265328,20-04-2024,466.35,Cash,Failed,POL99143995
PAY07463059,13-08-2022,820.26,Cash,Failed,POL45603213
PAY51550457,06-05-2024,1430.07,Cash,Failed,POL58855449
PAY88303665,10-03-2024,194.92,Cash,Failed,POL03845436
PAY06348941,01-01-2024,1477.98,Cash,Failed,POL19058769
PAY35900102,08-07-2022,458.97,Cash,Failed,POL28045007
PAY67829380,10-11-2023,1473.63,Cash,Failed,POL61337531
PAY87699062,16-08-2024,1443.51,Cash,Failed,POL77977275
PAY75453859,15-11-2024,1263.11,Cash,Failed,POL70229811
PAY84374104,07-03-2022,1382.77,Cash,Failed,POL18186401
PAY30252873,11-05-2023,1208.68,Cash,Failed,POL83519950
PAY69617707,16-06-2024,1159.62,Cash,Failed,POL76701939
PAY69112902,19-03-2022,1476.91,Cash,Failed,POL38116452
PAY36830766,23-02-2024,1142.07,Cash,Failed,POL96603488
PAY08756022,05-09-2024,814.51,Cash,Failed,POL45490530
PAY58056078,11-07-2024,1013.67,Cash,Failed,POL82703619
PAY17010616,10-07-2022,978.12,Cash,Failed,POL56612277
PAY53746100,27-09-2023,1007.71,Cash,Failed,POL93482560
PAY78119880,28-05-2022,1135.2,Cash,Failed,POL83835374
PAY09608972,16-11-2022,299.73,Cash,Failed,POL32822609
PAY71974015,01-04-2022,383.06,Cash,Failed,POL04286300
PAY68302696,28-07-2024,1353.68,Cash,Failed,POL68796597
PAY27324866,12-04-2023,1450.96,Cash,Failed,POL12885536
PAY82857977,11-02-2023,997.73,Cash,Failed,POL89253663
PAY09189874,01-02-2023,1377.03,Cash,Failed,POL44752961
PAY17276519,02-07-2022,989.51,Cash,Failed,POL41959725
PAY33243504,28-06-2022,1286.57,Cash,Failed,POL61904449
PAY93801391,27-03-2023,1209.19,Cash,Failed,POL68033681
PAY45549228,10-01-2024,161.33,Cash,Failed,POL90911648
PAY15451194,21-12-2022,335.92,Cash,Failed,POL33238422
PAY99520320,20-06-2024,1219.44,Cash,Failed,POL82553451
PAY68836746,19-05-2023,593.27,Cash,Failed,POL94321832
PAY20094890,15-05-2023,89.49,Cash,Failed,POL50589864
PAY84092687,08-06-2024,81.84,Cash,Failed,POL21822034
PAY12888253,22-04-2022,1123.52,Cash,Failed,POL38530404
PAY06025307,26-06-2024,1381.79,Cash,Failed,POL60803243
PAY62258141,29-10-2022,1463.23,Cash,Failed,POL96262921
PAY16263029,19-05-2024,826.96,Cash,Failed,POL86299537
PAY83396037,24-09-2024,1444.88,Cash,Failed,POL39602828
PAY10326957,12-04-2024,698.06,Cash,Failed,POL30621978
PAY23907770,07-08-2024,1263.1,Cash,Failed,POL25054429
PAY53473316,09-01-2023,223.67,Cash,Failed,POL53317705
PAY66869866,25-11-2024,263.71,Cash,Failed,POL81304497
PAY71949117,25-10-2022,220.46,Cash,Failed,POL26288388
PAY04144770,13-07-2023,674.87,Cash,Failed,POL79429202
PAY85270547,28-03-2023,506.47,Cash,Failed,POL02268206
PAY33118904,02-02-2024,328.83,Cash,Failed,POL70474651
PAY45283366,04-06-2024,541.41,Cash,Failed,POL81559306
PAY72529613,27-11-2022,210.1,Cash,Failed,POL88521632
PAY46813837,27-09-2023,680.24,Cash,Failed,POL47004965
PAY48775181,13-03-2023,631.99,Cash,Failed,POL94646296
PAY30691666,09-09-2023,547.15,Cash,Failed,POL57812937
PAY39245145,03-02-2022,125.27,Cash,Failed,POL50374708
PAY54555514,12-04-2022,427.08,Cash,Failed,POL54437917
PAY47110074,22-05-2022,162.53,Cash,Failed,POL09320154
PAY36128942,12-08-2024,108.35,Cash,Failed,POL76990355
PAY21145234,24-10-2022,1426.7,Cash,Failed,POL88503599
PAY96371809,17-12-2023,1289.04,Cash,Failed,POL23986344
PAY89630483,10-12-2022,672.61,Cash,Failed,POL11173408
PAY16331421,10-04-2023,1134.49,Cash,Failed,POL37533829
PAY48685131,02-04-2024,784.89,Cash,Failed,POL19515945
PAY09827068,02-02-2024,865.08,Cash,Failed,POL61858865
PAY39843597,02-05-2024,857.76,Cash,Failed,POL84977364
PAY04794233,25-01-2022,797.05,Cash,Failed,POL56855277
PAY64905961,09-01-2022,1347.74,Cash,Failed,POL92884987
PAY01014681,11-06-2023,1055.52,Cash,Failed,POL71221796
PAY32010022,21-02-2023,1356.69,Cash,Failed,POL13714686
PAY35047243,06-08-2022,488.15,Cash,Failed,POL76278767
PAY93413793,29-06-2024,880.54,Cash,Failed,POL76144005
PAY48742050,18-03-2023,825.69,Cash,Failed,POL75362203
PAY36621467,09-03-2023,1310.5,Cash,Failed,POL99892267
PAY91492782,03-12-2024,293.37,Cash,Failed,POL51850419
PAY92475167,13-07-2023,75.62,Cash,Failed,POL96996235
PAY65076068,27-07-2024,997.54,Cash,Failed,POL97235049
PAY26797624,04-06-2024,170.15,Cash,Failed,POL19058769
PAY52917704,13-10-2022,1098.89,Cash,Failed,POL83011095
PAY55676894,05-12-2023,901.82,Cash,Failed,POL38618818
PAY22367196,17-11-2023,156.41,Cash,Failed,POL57812937
PAY39832730,06-12-2022,554.39,Cash,Failed,POL20843719
PAY72524390,22-04-2022,204.1,Cash,Failed,POL24090621
PAY88842437,20-01-2024,284.55,Cash,Failed,POL98320101
PAY90328071,29-10-2023,1161.11,Cash,Failed,POL21472760
PAY60918910,29-12-2021,176.35,Cash,Failed,POL54520836
PAY76441330,11-05-2022,915.1,Cash,Failed,POL87067112
PAY02873193,09-10-2022,1083.56,Cash,Failed,POL54969569
PAY10017268,16-10-2023,1335.25,Cash,Failed,POL46926974
PAY25935773,19-08-2024,1099.43,Cash,Failed,POL35014451
PAY48586182,28-04-2023,946.87,Cash,Failed,POL93066643
PAY20122736,26-02-2022,282.89,Cash,Failed,POL04272099
PAY32723421,29-03-2024,521.15,Cash,Failed,POL53424615
PAY72346873,31-07-2024,1479.45,Cash,Failed,POL15567639
PAY32861528,04-07-2022,1321.58,Cash,Failed,POL29228697
PAY85345176,07-01-2024,890.58,Cash,Failed,POL85798962
PAY98510459,25-07-2022,183.84,Cash,Failed,POL05711191
PAY87272960,21-01-2023,1039.12,Cash,Failed,POL78499068
PAY73028010,21-10-2024,898.37,Cash,Failed,POL70352062
PAY63667147,23-03-2023,295.99,Cash,Failed,POL25640269
PAY50842238,12-07-2024,932.94,Cash,Failed,POL54754157
PAY11017283,07-06-2024,1180.24,Cash,Failed,POL02405593
PAY77896649,30-12-2022,298.59,Cash,Failed,POL02976851
PAY17748906,02-07-2024,1070.08,Cash,Failed,POL35209226
PAY49105174,14-07-2022,290.99,Cash,Failed,POL53289086
PAY55197036,15-02-2023,1477.91,Cash,Failed,POL72882206
PAY82339048,07-09-2023,365.35,Cash,Failed,POL22790609
PAY01423513,09-01-2024,984.46,Cash,Failed,POL89376913
PAY89034354,01-02-2024,486.39,Cash,Failed,POL08961266
PAY58524317,17-11-2022,1197.27,Cash,Failed,POL87116208
PAY43644697,15-02-2022,1148.74,Cash,Failed,POL31489077
PAY73050974,27-09-2022,164.65,Cash,Failed,POL43491977
PAY48028836,13-11-2024,114.98,Cash,Failed,POL09606287
PAY00984955,24-11-2022,747.62,Cash,Failed,POL81138188
PAY94985234,23-12-2021,1393.49,Cash,Failed,POL91419021
PAY23698133,29-06-2022,579.54,Cash,Failed,POL27152348
PAY40494155,07-03-2022,348.48,Cash,Failed,POL91686015
PAY01982593,20-08-2023,770.83,Cash,Failed,POL79861668
PAY06509351,04-10-2024,944.99,Cash,Failed,POL55243233
PAY82494861,01-07-2022,83.64,Cash,Failed,POL94687907
PAY73847623,24-11-2022,1189.71,Cash,Failed,POL63414573
PAY09575596,21-09-2023,439.63,Cash,Failed,POL03500501
PAY23815397,09-01-2024,533.6,Cash,Failed,POL69754204
PAY06170914,19-01-2022,634.82,Cash,Failed,POL13070623
PAY53296305,31-10-2024,98.89,Cash,Failed,POL13931730
PAY29789925,25-08-2022,826,Cash,Failed,POL40288131
PAY50304343,17-01-2023,1288.15,Cash,Failed,POL46263397
PAY64828518,19-05-2022,703.72,Cash,Failed,POL79279066
PAY90697348,25-02-2022,1193.06,Cash,Failed,POL21637751
PAY79247096,14-06-2023,938.91,Cash,Failed,POL44871604
PAY27184199,13-04-2024,624.63,Cash,Failed,POL92884987
PAY47904888,13-08-2022,235.63,Cash,Failed,POL43721127
PAY17893473,18-07-2022,117.79,Cash,Failed,POL72707891
PAY98898439,05-07-2023,1445.52,Cash,Failed,POL43112527
PAY57480761,29-12-2021,119.35,Cash,Failed,POL42862009
PAY58183303,12-06-2023,440.74,Cash,Failed,POL18009742
PAY10603264,26-12-2023,578.81,Cash,Failed,POL94943347
PAY63472734,08-08-2022,1332.2,Cash,Failed,POL16452788
PAY63422745,05-11-2022,910.1,Cash,Failed,POL61218156
PAY73745620,13-02-2024,1125.71,Cash,Failed,POL77763107
PAY19617029,11-02-2024,645.1,Cash,Failed,POL81202373
PAY81281783,24-03-2022,401.57,Cash,Failed,POL22068904
PAY70915305,16-07-2024,782.96,Cash,Failed,POL68080704
PAY50119816,18-05-2024,439.04,Cash,Failed,POL48574800
PAY82191097,10-08-2022,1499.74,Cash,Failed,POL21096529
PAY69939621,17-10-2023,1345.58,Cash,Failed,POL30115645
PAY57419412,25-03-2024,972.26,Cash,Failed,POL93562061
PAY09840509,03-02-2024,443.14,Cash,Failed,POL59077724
PAY10740682,09-04-2022,330.9,Cash,Failed,POL71198375
PAY66492348,09-12-2023,1165.79,Cash,Failed,POL69142405
PAY21505019,02-06-2024,236.45,Cash,Failed,POL80278196
PAY76141478,20-08-2022,640.52,Cash,Failed,POL23434715
PAY96724655,17-03-2024,307.54,Cash,Failed,POL12811794
PAY34000914,18-06-2022,1055.74,Cash,Failed,POL59205415
PAY14636357,30-04-2023,1202.88,Cash,Failed,POL73426057
PAY82822924,14-02-2022,1452.32,Cash,Failed,POL51620232
PAY85683804,02-10-2023,1230.5,Cash,Failed,POL70742419
PAY62401688,14-01-2022,1277.96,Cash,Failed,POL99777818
PAY65768240,04-02-2023,624.63,Cash,Failed,POL15902669
PAY89827282,04-04-2022,1202.51,Cash,Failed,POL01888346
PAY73311549,02-06-2022,440.76,Cash,Failed,POL68099694
PAY85436520,08-04-2023,713.59,Cash,Failed,POL11162373
PAY79706333,13-10-2022,722.36,Cash,Failed,POL98820628
PAY58416612,13-06-2023,586.84,Cash,Failed,POL18573494
PAY83668520,13-05-2024,180.3,Cash,Failed,POL26441179
PAY06558985,21-10-2024,687.19,Cash,Failed,POL51431594
PAY37394219,11-03-2023,529.59,Cash,Failed,POL33080881
PAY46158283,17-09-2024,142.73,Cash,Failed,POL45315654
PAY25800689,08-09-2022,655.85,Cash,Failed,POL29465290
PAY81354420,05-02-2023,1376.64,Cash,Failed,POL64932236
PAY69385280,23-02-2023,1233.02,Cash,Failed,POL22496499
PAY11285924,02-11-2024,892.16,Cash,Failed,POL93099683
PAY52176067,13-08-2024,453.47,Cash,Failed,POL96200610
PAY15961209,15-09-2024,802.79,Cash,Failed,POL10125019
PAY08226240,15-06-2023,1013.19,Cash,Failed,POL31317905
PAY24029040,29-07-2023,910.83,Cash,Failed,POL02345359
PAY01905126,17-06-2023,1176.23,Cash,Failed,POL46375474
PAY81818167,05-08-2023,1168.96,Cash,Failed,POL47409156
PAY29293519,02-06-2022,1352.79,Cash,Failed,POL22606184
PAY61310358,06-02-2024,1052.57,Cash,Failed,POL00986980
PAY87675263,28-03-2022,1436.17,Cash,Failed,POL88450754
PAY16161788,29-07-2023,1445.39,Cash,Failed,POL69636143
PAY42245178,11-09-2022,177.43,Cash,Failed,POL48116183
PAY72108184,16-05-2024,709.42,Cash,Failed,POL70265364
PAY70652187,10-04-2022,1024.4,Cash,Failed,POL19986234
PAY45794864,20-04-2023,1247.01,Cash,Failed,POL87932414
PAY21679451,18-07-2022,580.89,Cash,Failed,POL41570616
PAY53771489,16-09-2022,1103.85,Cash,Failed,POL68375690
PAY03712224,10-03-2024,641.22,Cash,Failed,POL89009482
PAY71172822,29-03-2023,137.08,Cash,Failed,POL23594772
PAY05246182,15-08-2023,564.5,Cash,Failed,POL03688805
PAY93112419,24-10-2023,1124.51,Cash,Failed,POL87561435
PAY67670345,12-11-2022,350.7,Cash,Failed,POL94723645
PAY04986831,14-06-2024,299.99,Cash,Failed,POL82207194
PAY82597327,16-10-2022,1498.56,Cash,Failed,POL12841734
PAY27658968,07-07-2024,565.68,Cash,Failed,POL33528645
PAY30255471,22-10-2024,1172.26,Cash,Failed,POL93274437
PAY73803009,28-12-2023,619.25,Cash,Failed,POL53495954
PAY35075659,04-04-2022,1375.3,Cash,Failed,POL13218423
PAY33701464,18-07-2022,700.64,Cash,Failed,POL74554228
PAY48467830,16-06-2024,1371.34,Cash,Failed,POL37847781
PAY53157789,26-02-2024,391.64,Cash,Failed,POL93532453
PAY86960263,22-01-2023,1220.99,Cash,Failed,POL26556756
PAY42887657,28-09-2023,1052.55,Cash,Failed,POL92982957
PAY63023226,21-05-2022,1333.12,Cash,Failed,POL51442309
PAY42040401,04-08-2022,1265.42,Cash,Failed,POL79310767
PAY45463534,15-05-2022,545.77,Cash,Failed,POL01363904
PAY44808378,03-02-2023,788.19,Cash,Failed,POL78451531
PAY63760392,08-01-2022,788.89,Cash,Failed,POL20742697
PAY03926769,17-01-2023,836.04,Cash,Failed,POL37985546
PAY22944973,13-02-2023,927.73,Cash,Failed,POL35077867
PAY20010478,09-05-2024,345.9,Cash,Failed,POL56070761
PAY21323309,30-05-2024,1315.56,Cash,Failed,POL61565089
PAY18358938,15-11-2024,188.03,Cash,Failed,POL00874992
PAY50270171,14-05-2024,970.61,Cash,Failed,POL19255943
PAY97539574,30-12-2021,1324.91,Cash,Failed,POL79308293
PAY43514033,23-05-2022,124.77,Cash,Failed,POL26361547
PAY99743288,16-11-2023,1485.03,Cash,Failed,POL36714919
PAY76393981,09-06-2022,1452.17,Cash,Failed,POL11298880
PAY79142194,05-06-2023,611.24,Cash,Failed,POL69427919
PAY91912037,26-07-2022,1038.33,Cash,Failed,POL37628555
PAY45763008,22-02-2023,894.86,Cash,Failed,POL07226848
PAY71355030,01-06-2023,800.29,Cash,Failed,POL92547677
PAY57363426,19-06-2022,271.38,Cash,Failed,POL37640614
PAY33133339,14-03-2022,1434.98,Cash,Failed,POL03461173
PAY43197759,21-08-2024,1303.27,Cash,Failed,POL33884251
PAY47714478,26-10-2024,1115.28,Cash,Failed,POL01976477
PAY87292440,24-01-2023,802.5,Cash,Failed,POL99329003
PAY12297471,26-04-2024,687.36,Cash,Failed,POL79167800
PAY84880582,28-05-2024,708.84,Cash,Failed,POL82077399
PAY11351822,01-09-2024,916.6,Cash,Failed,POL84549394
PAY02161878,15-06-2024,1020.43,Cash,Failed,POL97443175
PAY26512321,20-12-2024,1014.61,Cash,Failed,POL72766518
PAY29821583,08-10-2023,359.33,Cash,Failed,POL68033681
PAY74046440,22-09-2022,55.06,Cash,Failed,POL77958772
PAY70140439,07-06-2022,341.57,Cash,Failed,POL56451530
PAY29439170,01-03-2023,1383.18,Cash,Failed,POL44316628
PAY27483748,04-06-2022,910.69,Cash,Failed,POL30197318
PAY48491678,23-12-2022,1395.3,Cash,Failed,POL82889617
PAY44673163,19-11-2023,524.58,Cash,Failed,POL99664598
PAY58624112,29-03-2023,436.98,Cash,Failed,POL95032278
PAY25311560,27-06-2024,1485.48,Cash,Failed,POL87408952
PAY43204897,04-05-2023,869.4,Cash,Failed,POL02457205
PAY83665561,17-05-2022,1308.54,Cash,Failed,POL75133618
PAY67989372,16-12-2022,541.71,Cash,Failed,POL31918611
PAY01549487,04-06-2024,725.92,Cash,Failed,POL20853634
PAY37157313,27-05-2024,1026.28,Cash,Failed,POL06082159
PAY25209445,12-10-2024,455.26,Cash,Failed,POL48239604
PAY11673259,01-08-2023,540.63,Cash,Failed,POL83630860
PAY71775393,07-07-2022,169.82,Cash,Failed,POL14494138
PAY82852385,05-11-2022,225.18,Cash,Failed,POL76509626
PAY19868885,08-05-2023,381.99,Cash,Failed,POL85601999
PAY19687890,15-08-2024,331.75,Cash,Failed,POL25023935
PAY93368678,24-03-2024,665.22,Cash,Failed,POL89952764
PAY81485855,07-08-2022,684.77,Cash,Failed,POL73654382
PAY20513898,30-05-2022,1140.1,Cash,Failed,POL54636446
PAY22372874,12-05-2024,901.77,Cash,Failed,POL81404875
PAY48108418,23-06-2023,187.29,Cash,Failed,POL09606287
PAY59017904,07-11-2023,926,Cash,Failed,POL01332140
PAY98323719,28-10-2022,1104.02,Cash,Failed,POL17886964
PAY08114923,03-04-2024,998.51,Cash,Failed,POL97525814
PAY55778966,09-04-2023,387.79,Cash,Failed,POL40589612
PAY60607686,03-11-2022,136.43,Cash,Failed,POL90485670
PAY11005222,22-07-2022,1258.24,Cash,Failed,POL02586223
PAY66284844,01-11-2024,377.26,Cash,Failed,POL27999053
PAY28432706,25-08-2024,438.09,Cash,Failed,POL07805552
PAY15484475,09-08-2023,1117,Cash,Failed,POL13070623
PAY21672573,04-01-2023,1441.91,Cash,Failed,POL96387470
PAY30824315,18-09-2022,898.26,Cash,Failed,POL71010293
PAY37478550,11-12-2024,1430.99,Cash,Failed,POL06516392
PAY89798214,11-07-2023,315.62,Cash,Failed,POL88776548
PAY04592370,30-07-2023,752.29,Cash,Failed,POL06351305
PAY56176483,18-02-2022,1093.97,Cash,Failed,POL32907592
PAY07040092,17-06-2023,1081.4,Cash,Failed,POL04129775
PAY62805001,06-09-2024,166.3,Cash,Failed,POL15402724
PAY50628554,10-08-2022,856.06,Cash,Failed,POL42020993
PAY07564099,09-01-2022,263.35,Cash,Failed,POL05346693
PAY94008320,21-02-2023,755.62,Cash,Failed,POL17357252
PAY36629238,02-05-2024,810,Cash,Failed,POL32483993
PAY13000483,27-05-2023,1003.36,Cash,Failed,POL32252482
PAY60471713,07-04-2024,991.56,Cash,Failed,POL15832827
PAY23130406,01-04-2023,1222.93,Cash,Failed,POL02405593
PAY15527596,06-05-2023,1415.76,Cash,Failed,POL66937444
PAY36110478,26-06-2024,373.68,Cash,Failed,POL35832686
PAY93887318,05-07-2022,1137.6,Cash,Failed,POL72056803
PAY40230982,27-07-2022,1288.37,Cash,Failed,POL68934095
PAY76913754,18-04-2022,557.61,Cash,Failed,POL18840628
PAY03995351,07-10-2022,1429.69,Cash,Failed,POL63789313
PAY78547675,28-06-2024,1259.09,Cash,Failed,POL74597020
PAY92609140,08-10-2024,614.3,Cash,Failed,POL76497051
PAY89855876,28-04-2023,1498.89,Cash,Failed,POL26196435
PAY36128213,02-07-2024,103.85,Cash,Failed,POL44698969
PAY65464973,19-09-2022,682.56,Cash,Failed,POL30790566
PAY68448809,19-11-2023,1495.86,Cash,Failed,POL21472760
PAY67340080,10-07-2023,1468.66,Cash,Failed,POL07640768
PAY08437207,18-04-2024,340.26,Cash,Failed,POL79844892
PAY40329071,13-12-2023,802.5,Cash,Failed,POL21075384
PAY03766823,12-04-2023,638.02,Cash,Failed,POL07946398
PAY72762677,13-09-2023,831.93,Cash,Failed,POL71033011
PAY15668618,02-05-2024,359.55,Cash,Failed,POL76059961
PAY76832656,31-01-2022,797.5,Cash,Failed,POL87603432
PAY01721547,13-06-2024,405.43,Cash,Failed,POL74506974
PAY24118331,07-04-2022,168.76,Cash,Failed,POL27372206
PAY02926834,20-04-2023,943.57,Cash,Failed,POL42603948
PAY23745288,24-09-2022,306.73,Cash,Failed,POL24131589
PAY45134297,05-06-2022,761.8,Cash,Failed,POL40274075
PAY59577504,10-06-2023,431.72,Cash,Failed,POL09146332
PAY20372830,16-10-2022,1475.96,Cash,Failed,POL90938074
PAY99752985,20-07-2022,223.92,Cash,Failed,POL88784690
PAY43537646,16-04-2023,314.88,Cash,Failed,POL46278459
PAY54479101,25-03-2023,1018.76,Cash,Failed,POL48533616
PAY52052108,31-01-2022,219.84,Cash,Failed,POL60646707
PAY85708873,24-04-2022,926.75,Cash,Failed,POL22301304
PAY26984770,24-09-2024,1442.14,Cash,Failed,POL18917162
PAY36118648,23-12-2023,1213.17,Cash,Failed,POL18985962
PAY62640886,11-08-2024,687.09,Cash,Failed,POL22639534
PAY89012254,08-04-2024,1486.35,Cash,Failed,POL09615361
PAY11891962,01-05-2024,782.65,Cash,Failed,POL02597557
PAY32836504,29-03-2023,1245.9,Cash,Failed,POL16384443
PAY20242841,25-10-2024,927.18,Cash,Failed,POL49101853
PAY07779216,29-04-2022,1258.25,Cash,Failed,POL66670427
PAY78887551,19-01-2023,1420.69,Bank Transfer,Successful,POL73324138
PAY65075228,08-02-2023,233.3,Bank Transfer,Successful,POL70775475
PAY77543077,16-12-2024,1276.35,Bank Transfer,Successful,POL03123237
PAY69438502,14-03-2022,1234.66,Bank Transfer,Successful,POL98385553
PAY31440664,30-03-2023,265.76,Bank Transfer,Successful,POL70483793
PAY50872609,01-06-2023,248.9,Bank Transfer,Successful,POL27717636
PAY19966051,28-12-2021,855.26,Bank Transfer,Successful,POL53156329
PAY95964937,03-02-2023,122.78,Bank Transfer,Successful,POL20662516
PAY93695049,20-04-2022,587.51,Bank Transfer,Successful,POL68885255
PAY57044240,08-03-2024,735.24,Bank Transfer,Successful,POL88240464
PAY60341804,31-12-2023,1437.08,Bank Transfer,Successful,POL19972510
PAY60576294,28-11-2024,938.45,Bank Transfer,Successful,POL63461298
PAY83114509,23-11-2024,1404.96,Bank Transfer,Successful,POL06449689
PAY02232582,11-01-2024,554.07,Bank Transfer,Successful,POL43758168
PAY00363013,24-06-2022,1199.23,Bank Transfer,Successful,POL10754194
PAY75032532,21-10-2022,1216.4,Bank Transfer,Successful,POL58266398
PAY92930006,19-11-2024,499.21,Bank Transfer,Successful,POL06565717
PAY99113645,22-08-2022,1249.75,Bank Transfer,Successful,POL21822034
PAY22141953,31-12-2023,1083.47,Bank Transfer,Successful,POL62149179
PAY93236596,07-10-2024,250.31,Bank Transfer,Successful,POL16680260
PAY96135803,07-08-2022,618.38,Bank Transfer,Successful,POL86299537
PAY31559747,24-08-2023,1318.94,Bank Transfer,Successful,POL33352305
PAY91287391,20-12-2023,330.62,Bank Transfer,Successful,POL96578326
PAY74738263,07-09-2022,761.45,Bank Transfer,Successful,POL45751576
PAY62526371,24-09-2023,1488.48,Bank Transfer,Successful,POL30351443
PAY46006800,10-12-2022,1283.01,Bank Transfer,Successful,POL69068296
PAY98460564,02-06-2024,1005.17,Bank Transfer,Successful,POL54348718
PAY54163715,31-01-2022,897.34,Bank Transfer,Successful,POL81473954
PAY53277943,16-01-2022,1264.67,Bank Transfer,Successful,POL31936663
PAY89744174,27-11-2022,655.45,Bank Transfer,Successful,POL82520665
PAY39642442,27-08-2023,975.73,Bank Transfer,Successful,POL66984423
PAY35485347,21-10-2023,1171.99,Bank Transfer,Successful,POL95336212
PAY89079939,29-09-2022,179.8,Bank Transfer,Successful,POL25617891
PAY76032399,09-10-2024,931.69,Bank Transfer,Successful,POL68966328
PAY38929096,06-01-2023,1473.86,Bank Transfer,Successful,POL01356668
PAY81676243,15-12-2023,544.5,Bank Transfer,Successful,POL54524104
PAY51680287,17-08-2024,1310.95,Bank Transfer,Successful,POL91121585
PAY19470718,29-01-2022,613.37,Bank Transfer,Successful,POL93327871
PAY70424863,28-04-2022,783.53,Bank Transfer,Successful,POL31856502
PAY11951343,04-02-2024,1481.27,Bank Transfer,Successful,POL11532182
PAY16624909,17-02-2022,1423.17,Bank Transfer,Successful,POL32721241
PAY55276943,23-03-2024,1448.65,Bank Transfer,Successful,POL17357252
PAY36709004,31-03-2024,928.61,Bank Transfer,Successful,POL89376913
PAY27586976,19-12-2022,246.55,Bank Transfer,Successful,POL54524104
PAY33073571,04-05-2023,1069.63,Bank Transfer,Successful,POL56170272
PAY74364578,29-12-2023,1041.25,Bank Transfer,Successful,POL35541554
PAY66202740,09-12-2024,300.73,Bank Transfer,Successful,POL07094060
PAY68237780,13-09-2023,596.81,Bank Transfer,Successful,POL63114558
PAY62336446,20-09-2024,1379.88,Bank Transfer,Successful,POL19165656
PAY87339404,16-11-2022,129,Bank Transfer,Successful,POL64858473
PAY92437940,02-01-2024,1040.77,Bank Transfer,Successful,POL57116310
PAY52364491,06-10-2022,1305.58,Bank Transfer,Successful,POL48245779
PAY09968115,23-06-2024,373.6,Bank Transfer,Successful,POL54078734
